Date,Country,Confirmed,Deaths,Recovered,Active,Tests,Vaccination Rate (%),Hospitalized,ICU,New Cases,New Deaths,Stringency Index,Population,Positivity Rate (%),Reproduction Rate (R),Healthcare Pressure Index,Mobility Index,Stringent Lockdown,Mask Mandate,School Closures,International Travel,People Vaccinated,People Fully Vaccinated,Booster Doses Given,Vaccine Type,Hospital Beds per 1000,ICU Beds per 1000,Doctors per 1000,GDP Impact (%),Unemployment Rate (%),Stimulus Package Amount (Billion USD),Lockdown Level,Vaccination Mandate,Testing Mandate,Dominant Variant,Wave Number,Cases Age 0-17,Cases Age 18-44,Cases Age 45-60,Cases Age 60+,New Recoveries,Tests Per Million,Deaths Per Million
2021-03-19,USA,211093,2064,189478,19551,289191,39.29,293,11,250,48,82.78,59538963,0.09,1.8,84.52,-5.91,No,No,Open,Allowed,4649976,4452182,835613,Sinovac,2.0,0.63,1.06,0.59,7.67,21.67,Full,Yes,No,None,3,15380,218139,140866,80600,30569,18707,8.19
2021-03-20,USA,211585,2069,189949,19567,289865,39.39,726,39,695,37,71.39,29561104,0.24,1.65,54.34,26.85,No,No,Closed,Restricted,2693559,1781633,848532,Pfizer,5.12,2.02,3.24,-1.97,4.82,315.4,High,Yes,No,None,3,36660,70594,174683,12083,19704,9213,2.48
2021-03-21,USA,212062,2073,190400,19589,290518,39.48,509,60,108,43,49.01,149173473,0.04,0.82,57.09,-10.37,Yes,Yes,Open,Allowed,2195072,1727405,197822,Sputnik,5.02,2.13,3.98,-6.83,14.66,320.61,Full,Yes,Yes,Delta,2,4533,66380,53823,84724,10775,5185,8.39
2021-03-22,USA,212584,2076,190860,19648,291233,39.57,640,90,666,40,44.06,159394625,0.23,0.61,52.33,41.69,No,Yes,Partial,Allowed,3830248,3388099,471991,Pfizer,3.91,2.54,3.27,-5.14,12.44,68.99,Full,No,No,Alpha,3,70962,53743,121048,121912,6307,5769,0.15
2021-03-23,USA,213070,2080,191306,19684,291899,39.66,322,99,446,46,58.41,17393418,0.15,0.66,14.96,21.8,Yes,No,Open,Allowed,3685812,3654792,912097,Sinovac,3.08,2.2,3.95,-11.81,14.14,382.93,Full,No,Yes,Omicron,1,10562,202512,111803,113651,18669,18572,3.31
2021-03-24,USA,213569,2083,191749,19737,292583,39.76,748,12,17,3,90.22,85948750,0.01,1.83,54.95,25.75,No,Yes,Partial,Restricted,3545714,2896632,738560,Covishield,1.99,0.73,3.93,-11.26,8.29,308.09,High,Yes,Yes,Omicron,1,84263,34091,50852,12277,42324,6231,9.18
2021-03-25,USA,214075,2091,192181,19803,293276,39.85,450,15,600,24,91.81,228719375,0.2,1.88,66.61,12.06,No,No,Closed,Allowed,3733089,3429274,506187,Sinovac,3.92,0.91,2.78,-5.12,16.65,293.46,Low,No,No,Beta,2,44161,23034,120189,17310,2891,2384,8.02
2021-03-26,USA,214594,2096,192639,19859,293987,39.94,646,24,510,11,52.31,257880509,0.17,0.87,15.74,-26.63,Yes,Yes,Partial,Allowed,4298254,4149751,240693,Covishield,5.86,1.86,1.14,1.78,15.29,138.97,High,No,No,Delta,4,1526,23311,197083,96178,15285,12067,0.82
2021-03-27,USA,215123,2103,193103,19917,294712,40.04,931,32,545,19,41.59,66999437,0.18,1.11,76.18,19.22,No,No,Partial,Banned,187913,84562,833967,Sputnik,5.88,2.18,1.5,-8.96,7.38,488.33,High,No,Yes,None,2,92358,3407,128150,69796,16340,13544,8.27
2021-03-28,USA,215592,2109,193550,19933,295354,40.13,298,32,43,17,45.48,329078534,0.01,1.42,72.1,-34.83,Yes,No,Closed,Banned,4758010,4196716,750237,Sinovac,2.31,0.67,1.32,-4.4,5.73,106.19,Low,No,Yes,None,2,88187,104356,4903,49706,16764,17429,1.78
2021-03-29,USA,216083,2115,194009,19959,296027,40.22,429,20,918,28,60.75,111726699,0.31,0.71,65.09,11.75,Yes,Yes,Partial,Restricted,585390,481383,243034,Pfizer,5.43,0.63,2.54,-4.84,16.37,44.49,Medium,No,No,Omicron,4,56398,49535,151808,108646,45946,19773,1.49
2021-03-30,USA,216599,2120,194483,19996,296734,40.32,660,48,751,19,34.18,178780184,0.25,0.72,29.71,22.02,Yes,No,Open,Banned,4479448,4244077,211183,Moderna,4.52,1.8,2.98,-11.06,4.79,109.15,Medium,Yes,Yes,Delta,3,65449,116562,181147,10895,45043,9889,8.37
2021-03-31,USA,217108,2121,194956,20031,297431,40.41,166,46,688,48,54.95,32635018,0.23,0.8,86.6,44.0,Yes,No,Open,Banned,2128162,1587959,111286,Sinovac,2.95,1.91,1.56,-9.59,18.48,120.32,Full,Yes,Yes,None,1,2353,142388,108160,71747,44011,8431,9.38
2021-04-01,USA,217571,2122,195376,20073,298065,40.5,153,21,326,28,63.12,101090683,0.11,0.74,81.54,15.83,No,Yes,Closed,Allowed,3373860,2503652,666415,Covishield,2.64,0.77,3.64,-1.09,7.81,290.57,Full,Yes,No,Alpha,1,7315,36488,186804,6819,3746,3532,6.6
2021-04-02,USA,218076,2131,195828,20117,298757,40.6,735,23,442,4,49.76,238389180,0.15,1.98,73.24,6.58,No,No,Open,Restricted,29984,-316677,748600,Pfizer,2.93,2.51,2.16,-3.85,9.0,80.43,Full,Yes,No,Alpha,1,91898,162548,85885,111833,29502,7701,1.27
2021-04-03,USA,218607,2133,196259,20215,299485,40.69,207,26,802,2,88.87,60321310,0.27,0.94,38.8,-44.8,Yes,No,Closed,Banned,2826236,2193764,892934,Pfizer,2.01,2.71,2.54,-3.11,16.38,435.09,Full,Yes,Yes,None,2,32147,292591,117657,83945,11548,5662,7.52
2021-04-04,USA,219065,2141,196724,20200,300112,40.78,238,64,834,25,89.59,24335613,0.28,1.97,35.33,26.45,No,Yes,Partial,Restricted,1294394,1199485,246641,Sputnik,4.35,1.03,3.44,0.64,10.47,185.69,High,No,Yes,Delta,3,62605,174964,185598,34349,35390,10233,9.55
2021-04-05,USA,219566,2144,197172,20250,300799,40.88,160,83,390,27,90.21,222621753,0.13,1.33,41.34,2.66,Yes,Yes,Closed,Allowed,3477561,2810929,578968,Sinovac,2.53,1.79,2.06,-3.36,11.24,273.71,Medium,Yes,No,Alpha,4,50938,235004,185598,59682,42168,14291,1.56
2021-04-06,USA,220043,2148,197622,20273,301452,40.97,879,13,730,5,67.12,218622772,0.24,1.65,61.81,25.01,No,Yes,Open,Allowed,681807,-296845,608683,Sinovac,2.18,0.68,1.95,-8.41,12.32,174.86,Medium,No,Yes,Alpha,3,96686,117141,20563,141645,19735,3767,9.52
2021-04-07,USA,220550,2155,198066,20329,302147,41.06,113,48,360,15,95.27,170391650,0.12,1.32,24.89,-41.75,No,No,Open,Banned,310387,-391213,737557,Moderna,5.23,0.7,2.97,-8.92,12.95,440.18,High,No,Yes,Beta,3,85672,136868,17747,54676,848,14322,8.89
2021-04-08,USA,221024,2160,198525,20339,302796,41.15,509,49,836,38,95.14,347407926,0.28,0.86,23.79,22.68,Yes,Yes,Partial,Restricted,4274117,3758577,666113,Sinovac,2.48,2.52,1.13,-8.06,7.92,416.44,Medium,No,No,Alpha,2,95034,187403,162761,49661,6514,13068,4.39
2021-04-09,USA,221479,2167,198958,20354,303419,41.25,782,33,19,43,95.62,21811089,0.01,1.13,18.3,-25.28,No,Yes,Open,Restricted,1123746,554542,768997,Pfizer,5.25,1.32,3.09,-1.87,8.69,54.48,Medium,Yes,No,None,2,42959,186085,155314,143640,5037,16365,9.99
2021-04-10,USA,221994,2172,199434,20388,304125,41.34,214,15,670,35,54.43,79985220,0.22,0.7,67.78,-21.42,No,No,Partial,Allowed,4468133,3668486,715149,Covishield,4.98,1.68,2.7,-10.02,19.09,143.61,Full,Yes,No,Beta,3,28082,2416,70599,70047,14325,15463,7.07
2021-04-11,USA,222489,2176,199871,20442,304803,41.43,905,19,294,18,93.03,254652999,0.1,1.87,77.12,-21.38,Yes,Yes,Partial,Allowed,4412288,3808770,931724,Pfizer,5.57,1.71,2.21,-3.73,11.86,435.18,Low,Yes,Yes,Beta,3,65708,65607,46878,130357,15587,13174,4.09
2021-04-12,USA,222947,2180,200357,20410,305430,41.53,723,63,457,36,43.82,214656813,0.15,1.2,26.23,21.37,No,Yes,Closed,Allowed,2496355,2317317,105053,Covishield,3.11,2.46,2.09,0.92,10.71,471.56,Low,Yes,Yes,Beta,1,1501,178085,91997,111802,45020,3879,1.62
2021-04-13,USA,223443,2188,200809,20446,306110,41.62,349,10,483,25,70.34,129411621,0.16,1.8,24.16,-10.5,No,Yes,Closed,Banned,327932,321639,660094,Moderna,5.76,1.84,3.48,-9.58,5.1,370.87,High,Yes,No,Delta,3,23248,40252,193268,7300,3866,6557,7.35
2021-04-14,USA,223900,2198,201232,20470,306736,41.71,101,81,948,5,73.41,315406897,0.31,1.48,84.11,-44.29,No,Yes,Open,Banned,2560698,2545119,601211,Pfizer,5.5,1.52,2.13,-2.74,10.65,126.88,Medium,No,No,Alpha,1,66884,152909,686,102131,37834,1904,3.77
2021-04-15,USA,224349,2203,201701,20445,307351,41.81,438,16,214,9,56.67,301056528,0.07,0.84,42.52,28.8,No,No,Open,Banned,1800538,1658859,225755,Pfizer,2.24,0.67,2.63,-5.48,17.27,387.43,Medium,No,Yes,Delta,4,82388,209857,71691,39723,5466,7405,9.46
2021-04-16,USA,224869,2210,202143,20516,308063,41.9,216,80,638,46,96.42,333820901,0.21,1.05,97.01,-43.43,Yes,No,Closed,Restricted,4998700,4345163,637321,Moderna,1.54,1.3,1.37,-0.11,16.78,475.9,Low,Yes,No,Alpha,1,75997,178688,72137,140433,30421,5877,8.21
2021-04-17,USA,225350,2213,202592,20545,308722,41.99,838,35,255,33,53.27,72237044,0.08,1.95,19.96,42.6,No,Yes,Partial,Allowed,2997289,2879808,764143,Sinovac,3.21,0.63,3.72,0.17,14.51,25.12,Full,Yes,No,Omicron,2,28287,71615,28669,149326,29247,17748,4.0
2021-04-18,USA,225832,2219,203041,20572,309383,42.09,306,53,526,12,87.8,141195808,0.17,1.96,82.55,-32.56,Yes,Yes,Partial,Restricted,4363904,3895268,964157,Pfizer,2.59,1.0,1.02,-8.74,7.69,414.28,Full,Yes,No,Omicron,4,37425,261382,132611,133357,37783,15849,1.58
2021-04-19,USA,226343,2224,203504,20615,310083,42.18,972,48,985,32,83.12,349361198,0.32,1.04,59.26,21.35,No,No,Open,Banned,3312377,2856627,571606,Covishield,2.4,1.37,3.24,-3.13,12.13,296.62,Medium,No,Yes,Delta,1,71093,15412,134717,40578,20666,19950,9.59
2021-04-20,USA,226882,2230,203962,20690,310821,42.27,575,58,908,27,65.05,251088440,0.29,1.83,68.67,-14.98,No,Yes,Partial,Banned,4567377,4446402,821234,Covishield,2.21,0.58,3.57,-4.4,12.17,228.8,Full,Yes,No,Alpha,2,79293,260525,144224,117048,1326,13208,3.48
2021-04-21,USA,227420,2235,204425,20760,311558,42.36,363,77,142,11,92.31,34609872,0.05,1.9,15.92,40.26,Yes,No,Closed,Restricted,2453248,1886545,161398,Sputnik,3.97,0.94,1.77,-7.68,9.66,156.84,Medium,No,No,Omicron,4,23736,29732,146738,94432,18246,17146,1.95
2021-04-22,USA,227948,2238,204856,20854,312282,42.46,237,49,134,1,70.35,183739914,0.04,0.82,73.12,-17.36,No,No,Partial,Banned,2308492,1715993,202708,Pfizer,2.42,2.23,3.44,-9.69,10.3,296.49,Full,Yes,Yes,Delta,3,54163,24008,98610,9395,38195,7516,8.45
2021-04-23,USA,228431,2243,205275,20913,312943,42.55,534,58,869,37,67.27,39968942,0.28,0.72,85.75,5.46,Yes,No,Closed,Allowed,3586697,2721344,362477,Sinovac,5.6,1.07,2.03,-3.28,13.5,195.84,Low,No,No,None,2,95980,38667,105967,8837,18532,7140,6.99
2021-04-24,USA,228925,2243,205757,20925,313620,42.64,321,36,15,27,49.75,228823215,0.0,1.35,69.94,-46.66,No,No,Closed,Restricted,2945658,2365816,519326,Pfizer,4.69,1.69,2.42,-6.12,7.29,365.92,Medium,Yes,Yes,Delta,4,53526,287435,60225,58460,29736,3747,4.53
2021-04-25,USA,229428,2252,206179,20997,314309,42.74,158,37,440,36,46.31,234882258,0.14,1.33,24.71,-13.83,Yes,No,Open,Allowed,792088,392190,152711,Covishield,2.52,0.71,2.88,1.71,12.62,94.66,High,Yes,Yes,None,3,62065,83877,42625,98960,29121,2115,0.18
2021-04-26,USA,229924,2257,206639,21028,314989,42.83,985,63,516,43,47.85,173468468,0.16,1.08,45.46,41.19,No,No,Partial,Allowed,4724486,4335314,473705,Sputnik,5.49,2.14,1.66,-0.03,6.92,31.15,Full,No,Yes,Omicron,4,43802,62592,189917,54080,900,8445,3.05
2021-04-27,USA,230456,2261,207088,21107,315717,42.92,936,18,94,41,38.46,239816136,0.03,0.99,68.86,-32.62,Yes,No,Open,Allowed,3013500,2973345,353237,Covishield,3.49,0.65,1.49,-9.48,15.77,11.59,High,Yes,Yes,Alpha,2,81638,39361,96383,21293,1676,11807,2.52
2021-04-28,USA,230907,2265,207584,21058,316335,43.02,118,76,622,32,55.55,52842907,0.2,1.0,77.53,15.29,No,No,Closed,Banned,92721,-79462,528194,Covishield,2.78,1.85,2.53,-4.66,16.4,26.33,High,No,No,Omicron,2,24133,296512,22945,46355,23414,12264,1.48
2021-04-29,USA,231424,2270,208048,21106,317044,43.11,635,28,611,7,78.04,250101401,0.19,1.42,13.68,-24.37,Yes,No,Partial,Allowed,2041767,1589910,360966,Pfizer,1.92,1.23,2.46,-5.69,16.67,106.18,Low,Yes,No,None,3,45698,104234,155749,12639,25423,6933,7.1
2021-04-30,USA,231886,2276,208500,21110,317677,43.2,702,88,903,42,73.86,349905418,0.28,1.35,20.89,-4.95,Yes,Yes,Closed,Allowed,914995,509584,458813,Moderna,2.88,1.63,1.31,-10.61,16.49,488.9,High,Yes,No,Delta,1,33351,279686,52390,56195,32496,4232,6.96
2021-05-01,USA,232397,2279,208951,21167,318377,43.3,793,38,901,5,74.46,256284804,0.28,1.07,62.38,21.23,Yes,Yes,Closed,Banned,786606,-111650,414277,Sinovac,5.56,1.42,3.27,-4.83,12.23,230.7,Full,Yes,Yes,Beta,2,20731,23476,171891,116933,34076,3086,6.39
2021-05-02,USA,232899,2282,209412,21205,319064,43.39,675,61,262,5,81.68,114415428,0.08,1.05,89.2,45.06,Yes,Yes,Partial,Restricted,333433,-88287,652782,Moderna,3.09,2.47,3.14,-3.95,6.98,78.43,Low,No,No,Beta,4,49772,279671,55955,141731,24708,2924,4.48
2021-05-03,USA,233396,2289,209821,21286,319745,43.48,391,50,600,37,93.18,252329248,0.19,0.72,73.96,21.58,Yes,No,Partial,Allowed,3362151,2633017,827555,Sputnik,1.89,2.03,2.45,1.53,10.39,408.7,Full,No,Yes,Beta,2,99779,215937,38514,110438,39257,14804,4.41
2021-05-04,USA,233938,2293,210271,21374,320488,43.58,113,34,563,17,72.37,254918327,0.18,1.09,16.33,-19.74,No,Yes,Closed,Allowed,673322,268953,993840,Sputnik,3.57,2.77,2.61,-5.49,12.17,276.84,Medium,Yes,Yes,Omicron,2,79093,147630,179431,115422,4208,7818,8.12
2021-05-05,USA,234468,2297,210726,21445,321214,43.67,418,39,681,9,70.88,311010092,0.21,1.52,89.41,-12.19,Yes,No,Partial,Allowed,700562,13135,475601,Pfizer,4.24,2.71,2.57,-11.54,4.22,303.55,Full,Yes,Yes,Omicron,3,15487,37132,78480,63920,17732,3089,9.89
2021-05-06,USA,234977,2299,211176,21502,321911,43.76,641,81,37,4,40.37,67992369,0.01,1.14,69.23,21.54,No,Yes,Closed,Restricted,2931067,2872219,692267,Moderna,3.16,2.14,2.15,-1.85,9.39,233.08,Full,No,Yes,Omicron,4,69976,93781,49116,130551,44553,4487,6.71
2021-05-07,USA,235430,2304,211618,21508,322532,43.85,659,65,542,44,35.93,131435513,0.17,1.98,57.19,29.27,Yes,No,Closed,Banned,2375296,1775193,398803,Sputnik,2.01,2.32,3.51,-10.53,10.62,113.34,Full,Yes,No,Omicron,4,12868,160061,32099,48351,31400,17532,4.5
2021-05-08,USA,235911,2307,212060,21544,323191,43.95,334,65,388,1,34.74,231279276,0.12,1.96,18.81,-37.71,No,Yes,Closed,Banned,1414861,714608,559982,Covishield,4.81,1.45,2.71,1.54,11.13,227.84,High,Yes,No,None,1,35625,146446,53045,116861,7396,18253,3.22
2021-05-09,USA,236425,2314,212509,21602,323895,44.04,798,34,444,38,42.06,153704546,0.14,1.91,67.14,-3.06,No,Yes,Closed,Banned,2506134,2474865,611643,Pfizer,1.98,1.7,1.67,-1.85,19.46,24.31,Low,Yes,No,Omicron,1,39281,176568,166717,20349,3122,15712,1.9
2021-05-10,USA,236913,2316,212918,21679,324563,44.13,437,28,601,12,49.35,169728001,0.19,0.6,97.84,-46.61,No,No,Open,Banned,90538,-846848,387475,Moderna,5.79,1.76,3.46,-10.15,7.38,223.25,High,Yes,No,Delta,3,87443,34715,155136,96966,34790,2288,7.07
2021-05-11,USA,237436,2321,213372,21743,325280,44.23,896,87,828,23,34.98,261761519,0.25,1.89,15.91,4.81,Yes,Yes,Open,Banned,3532738,2895757,695788,Covishield,4.23,2.34,1.37,-5.63,11.15,435.17,Medium,Yes,Yes,Alpha,2,22244,242567,85486,135065,20388,8296,4.92
2021-05-12,USA,237905,2327,213831,21747,325922,44.32,564,67,867,41,81.93,331925688,0.27,0.95,98.72,-22.04,No,No,Partial,Banned,469804,-55622,771587,Covishield,4.49,0.72,1.51,-4.77,17.0,370.23,Low,No,Yes,Beta,3,33707,88877,62389,144778,13723,13443,3.38
2021-05-13,USA,238412,2332,214310,21770,326617,44.41,606,76,5,39,39.09,348625192,0.0,1.07,82.73,-28.01,No,No,Partial,Allowed,4970344,4145115,205194,Pfizer,2.57,2.32,2.05,-5.96,16.94,180.8,Low,Yes,Yes,Alpha,1,49899,166622,121617,30642,26829,8957,2.46
2021-05-14,USA,238902,2339,214782,21781,327288,44.51,579,38,538,1,88.97,105701725,0.16,0.9,44.94,-11.37,Yes,No,Open,Allowed,224540,-45451,894831,Covishield,3.6,1.77,2.34,-11.83,18.3,105.88,High,Yes,No,Beta,4,41059,70228,59567,3829,10609,1102,0.8
2021-05-15,USA,239393,2343,215215,21835,327961,44.6,119,71,273,19,42.19,79753428,0.08,0.83,81.4,40.94,No,No,Open,Allowed,46884,-631799,416215,Sinovac,2.19,1.84,1.24,-10.69,11.94,473.89,Medium,No,Yes,Delta,2,95357,199369,98402,535,48688,2924,8.72
2021-05-16,USA,239881,2345,215672,21864,328629,44.69,152,80,345,22,85.2,218875236,0.1,1.46,95.53,-29.47,No,Yes,Open,Allowed,3171241,3117611,394802,Pfizer,3.25,0.53,3.55,0.34,11.0,59.65,Low,No,No,Beta,3,51292,272844,75013,73137,43751,13442,2.31
2021-05-17,USA,240389,2351,216127,21911,329325,44.79,718,82,305,30,57.58,247493454,0.09,1.12,71.94,8.15,No,Yes,Open,Restricted,1485247,991323,223516,Sinovac,5.77,1.58,2.54,-11.55,7.35,487.96,Full,Yes,Yes,Omicron,4,16098,169134,71148,10938,19702,13317,2.45
2021-05-18,USA,240901,2355,216614,21932,330027,44.88,646,29,448,19,73.16,259469763,0.14,1.61,40.11,-29.75,Yes,No,Open,Banned,4200443,3399704,377102,Covishield,4.35,0.78,3.3,-8.44,9.56,81.92,High,Yes,No,None,1,10197,281365,127228,66814,49904,17947,7.11
2021-05-19,USA,241409,2358,217042,22009,330723,44.97,778,88,483,41,84.7,89699148,0.15,1.45,76.34,39.93,Yes,No,Closed,Banned,4388647,3581677,244252,Sputnik,3.72,1.35,2.26,-7.53,10.7,234.17,Low,No,Yes,Beta,2,25986,298874,54956,70452,31088,14962,3.06
2021-05-20,USA,241926,2365,217529,22032,331431,45.07,905,48,958,22,63.61,326097644,0.29,1.19,79.25,-12.18,No,No,Partial,Banned,3632516,3280774,501240,Sinovac,3.87,1.24,3.89,-11.56,10.99,171.56,Low,No,No,Delta,2,22359,258366,194475,95016,19575,14429,6.29
2021-05-21,USA,242456,2370,217976,22110,332157,45.16,748,66,569,18,74.3,141237921,0.17,0.62,80.35,-21.27,No,Yes,Open,Restricted,1770489,1684625,254166,Moderna,4.42,2.88,2.16,0.19,16.15,161.62,Medium,Yes,Yes,None,3,81634,89979,21006,94016,5708,12552,8.3
2021-05-22,USA,242983,2376,218397,22210,332879,45.25,179,87,70,44,69.65,211659380,0.02,1.71,91.22,-15.24,Yes,Yes,Closed,Restricted,1093229,782941,890544,Sputnik,5.27,2.24,3.04,1.09,5.66,412.6,Full,Yes,No,Delta,3,47340,162514,37631,8013,38874,8909,4.21
2021-05-23,USA,243489,2379,218856,22254,333572,45.34,903,33,635,7,48.64,200486948,0.19,1.12,45.92,11.39,No,No,Partial,Restricted,4178959,3748578,58028,Pfizer,5.49,1.11,2.66,-6.37,19.14,106.53,High,Yes,No,Alpha,4,8848,5272,32101,10380,35851,12327,6.11
2021-05-24,USA,243996,2384,219312,22300,334267,45.44,902,55,804,42,93.86,213559980,0.24,1.6,86.18,-31.85,No,No,Open,Allowed,2470221,1843152,126238,Sputnik,4.74,1.88,3.62,-10.21,9.32,49.02,High,Yes,Yes,Delta,3,91203,203454,179026,6040,3681,11527,2.33
2021-05-25,USA,244506,2387,219750,22369,334966,45.53,753,33,271,22,47.87,158750988,0.08,1.01,55.59,20.07,Yes,No,Partial,Banned,2385682,1831378,909634,Moderna,1.84,0.69,3.87,-11.9,17.81,190.59,Low,No,No,Alpha,4,32228,263687,65299,7381,30479,4765,3.72
2021-05-26,USA,245016,2391,220203,22422,335664,45.62,754,49,665,23,87.04,104645009,0.2,1.59,97.53,-8.14,No,Yes,Closed,Restricted,336233,-425885,665141,Covishield,1.72,1.92,2.91,-8.42,6.27,244.17,Low,Yes,No,Alpha,3,15087,108944,52562,89573,3809,10227,1.05
2021-05-27,USA,245465,2394,220693,22378,336279,45.72,204,48,70,4,55.93,44029384,0.02,0.68,28.11,-45.92,No,No,Partial,Restricted,819064,815559,154660,Sinovac,2.0,1.21,1.75,0.75,15.19,338.2,High,No,Yes,Omicron,3,31506,147401,46031,106766,20128,8786,0.44
2021-05-28,USA,245955,2398,221153,22404,336951,45.81,632,96,815,48,57.47,54123543,0.24,0.65,67.23,38.91,No,No,Closed,Restricted,4077348,3583006,184832,Sinovac,3.27,1.98,3.02,-5.32,8.98,445.07,High,No,No,Beta,2,4716,244522,62196,123184,26518,17235,2.9
2021-05-29,USA,246463,2405,221582,22476,337647,45.9,504,38,879,2,65.2,278923544,0.26,0.64,86.53,-3.05,Yes,No,Closed,Banned,3360231,2906681,395106,Moderna,2.6,1.15,3.84,-4.07,14.16,460.12,Full,Yes,Yes,None,1,34664,6907,12901,4529,9533,831,5.52
2021-05-30,USA,246939,2411,222023,22505,338299,46.0,274,38,756,41,44.46,167257413,0.22,1.17,81.61,-8.02,No,No,Open,Banned,1125238,836832,544774,Moderna,5.99,1.27,3.46,-8.09,5.83,198.72,Low,Yes,Yes,Omicron,3,49745,116709,35042,84087,21985,1202,1.24
2021-05-31,USA,247413,2419,222510,22484,338948,46.09,320,96,515,10,45.76,240903575,0.15,0.89,10.42,-8.29,Yes,No,Partial,Restricted,16028,-228047,201470,Sinovac,3.53,1.14,2.1,-10.79,18.09,96.14,Low,Yes,Yes,Delta,4,51105,267434,123498,88209,9029,10077,4.79
2021-06-01,USA,247956,2423,222994,22539,339692,46.18,291,90,381,14,41.08,132877180,0.11,1.64,30.3,40.57,Yes,No,Closed,Restricted,3925630,3476722,364766,Sputnik,4.87,1.19,1.0,-10.26,14.72,96.16,High,Yes,Yes,Alpha,3,20513,7230,50484,85174,33388,14195,1.78
2021-06-02,USA,248472,2428,223441,22603,340399,46.28,168,20,271,1,43.91,307083027,0.08,1.14,39.38,33.9,Yes,Yes,Open,Restricted,3827853,2964342,731395,Pfizer,4.48,1.11,3.08,-2.79,5.6,287.44,High,Yes,Yes,Beta,3,99109,102291,144426,88087,47968,5652,7.56
2021-06-03,USA,248976,2433,223893,22650,341089,46.37,978,26,97,43,54.28,285193985,0.03,0.69,89.72,-26.34,Yes,Yes,Open,Allowed,4231132,3824757,730660,Covishield,4.95,1.34,2.48,-10.7,12.92,259.1,Full,Yes,No,Alpha,2,31832,128549,56263,74622,47370,17082,7.96
2021-06-04,USA,249510,2439,224335,22736,341821,46.46,714,62,645,28,98.12,323735885,0.19,1.1,21.55,8.21,No,No,Closed,Restricted,273412,-49036,289057,Covishield,5.87,1.26,3.1,-7.1,4.36,404.01,Low,No,No,Delta,2,73010,19248,25859,27609,44820,19096,6.17
2021-06-05,USA,249999,2442,224806,22751,342491,46.55,446,11,946,46,94.83,157552960,0.28,1.91,86.86,19.67,No,Yes,Partial,Restricted,3578637,3062085,510842,Covishield,5.1,2.02,3.23,-7.34,14.76,35.11,Full,No,Yes,None,1,40096,71375,40412,109686,9745,4226,1.53
2021-06-06,USA,250478,2445,225282,22751,343147,46.65,997,80,392,49,84.61,312152265,0.11,1.36,57.92,-40.68,Yes,No,Partial,Restricted,1679230,1626949,706762,Covishield,4.08,0.54,3.13,-1.76,14.12,428.3,High,No,Yes,Alpha,3,66080,224580,174197,5064,10642,11995,9.21
2021-06-07,USA,250974,2452,225763,22759,343827,46.74,820,29,361,13,61.98,316277721,0.1,1.58,48.02,-46.06,Yes,No,Partial,Banned,3478851,3392908,568753,Covishield,3.33,2.71,2.87,-8.37,14.7,491.22,Full,No,No,Beta,2,39887,247792,54500,56982,17004,3280,3.0
2021-06-08,USA,251477,2460,226217,22800,344516,46.83,662,13,24,26,66.77,186297790,0.01,1.85,34.16,-0.97,No,Yes,Partial,Banned,4439698,3728181,9989,Moderna,3.25,1.6,3.48,1.68,14.97,113.79,Low,Yes,No,Beta,4,31382,212811,89041,47490,2847,4004,5.29
2021-06-09,USA,251972,2468,226662,22842,345194,46.93,496,40,576,23,52.82,47767643,0.17,1.05,68.85,19.67,No,No,Open,Allowed,4235381,3765609,678387,Moderna,5.52,0.6,3.38,-7.22,16.83,316.03,Full,Yes,Yes,Alpha,3,13992,182919,185835,90949,38787,2580,7.51
2021-06-10,USA,252476,2474,227115,22887,345884,47.02,649,14,921,10,43.82,249529651,0.27,1.88,82.44,46.92,Yes,Yes,Closed,Banned,3258295,2740507,160591,Pfizer,2.24,2.95,1.68,-5.12,17.28,412.9,Full,No,No,Beta,3,95390,137868,157486,87728,36033,19497,8.55
2021-06-11,USA,252979,2481,227585,22913,346573,47.11,772,33,821,31,36.43,125110954,0.24,1.51,42.44,36.1,Yes,Yes,Open,Allowed,4217983,3623457,139270,Pfizer,1.65,2.0,3.39,-8.85,15.25,85.41,Full,Yes,Yes,Omicron,2,12966,273410,185582,47115,40815,9681,7.84
2021-06-12,USA,253485,2484,228074,22927,347267,47.21,622,70,118,44,32.78,21275636,0.03,1.55,13.31,-16.13,Yes,Yes,Closed,Restricted,1476000,1145107,178850,Moderna,1.76,0.78,2.88,1.93,14.76,80.4,Low,Yes,No,Alpha,2,30821,284899,39359,6688,26229,19223,2.94
2021-06-13,USA,254001,2487,228511,23003,347973,47.3,782,11,265,35,86.82,268814448,0.08,1.06,35.21,-8.07,Yes,No,Partial,Restricted,2070604,1990924,690209,Sinovac,3.0,1.5,1.31,-9.18,14.59,420.47,Medium,No,Yes,Beta,4,41572,229054,124196,4014,30739,2772,1.91
2021-06-14,USA,254532,2491,228955,23086,348701,47.39,777,63,275,44,58.33,334774910,0.08,1.31,83.42,33.82,Yes,No,Closed,Banned,104870,-752379,433878,Sinovac,5.54,0.55,2.38,0.1,15.9,139.04,Medium,No,Yes,Delta,1,48551,248796,13371,122911,13981,13733,2.35
